Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Dep_Hour,Dep_Minute,Arr_Hour,Arr_Minute,Duration_Minutes
7796.348643006263,5059.708751793401,5059.708751793401,BOM ? DEL ? HYD,1,No info,12395,6,3,15,40,16,45,1505
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,8366,6,6,9,25,21,50,745
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,5117,3,4,6,5,9,25,1640
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,12524,3,6,8,45,19,0,615
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7191,15,5,15,0,1,30,630
7796.348643006263,4789.892388451444,4789.892388451444,MAA ? CCU,0,No info,3687,24,5,7,5,9,20,135
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,5894,24,6,10,35,21,0,625
7796.348643006263,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,5403,24,4,9,45,12,35,170
9611.210616438357,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,3625,6,5,13,55,15,25,90
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BHO ? BOM ? COK,2,No info,10861,21,5,5,55,19,15,800
5674.413742690059,4789.892388451444,4789.892388451444,MAA ? CCU,0,No info,6297,12,3,13,20,15,35,135
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,5678,1,6,7,5,8,30,85
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,In-flight meal not included,9134,9,3,5,45,8,15,1590
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10791,24,6,11,40,19,0,440
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? AMD ? BOM ? COK,2,No info,12819,24,6,23,5,12,35,810
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BLR ? COK,1,No info,6893,21,3,5,5,10,5,300
7796.348643006263,8017.464269458353,11917.716738197425,BLR ? DEL,0,No info,7240,9,3,9,50,12,35,165
5861.056790555317,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3898,3,4,11,40,14,30,170
5674.413742690059,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,4049,3,4,6,25,7,55,90
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,15,6,17,30,12,35,1145
4338.284841075794,4789.892388451444,4789.892388451444,MAA ? CCU,0,No check-in baggage included,3332,21,3,8,20,10,35,135
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,10844,9,6,21,10,12,0,890
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? DEL,0,No info,7229,24,3,19,55,22,35,160
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,13941,6,5,6,30,4,40,1330
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,5894,27,6,11,25,21,0,575
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,10197,18,5,9,0,19,0,600
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,In-flight meal not included,13712,6,3,14,5,11,25,1280
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,5636,24,6,2,0,7,25,325
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? JAI ? BOM ? COK,2,No info,13014,6,6,9,40,4,25,1125
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,7064,1,4,8,25,20,45,740
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,In-flight meal not included,10703,24,5,20,25,14,25,1080
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,9646,27,5,13,15,22,30,555
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,17057,6,3,2,15,13,20,665
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,13817,12,3,16,55,10,25,1050
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BHO ? BOM ? COK,2,No info,13748,6,3,5,55,19,15,800
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4880,21,4,20,45,23,20,155
5674.413742690059,4789.892388451444,4789.892388451444,MAA ? CCU,0,No info,3540,21,6,5,15,7,40,145
4338.284841075794,8017.464269458353,5143.918577075099,BLR ? DEL,0,No check-in baggage included,3257,15,5,5,55,8,35,160
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,In-flight meal not included,6478,3,6,19,50,22,50,180
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,8040,18,6,7,5,8,30,85
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? ATQ ? BOM ? COK,2,No info,14300,12,6,20,0,12,35,995
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14781,15,5,8,25,20,45,740
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14939,9,6,20,0,8,15,735
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,24,6,20,55,4,25,450
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? MAA ? BLR,1,No info,6528,12,5,14,35,14,35,1440
9611.210616438357,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,6121,1,5,6,10,8,55,165
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? JAI ? BOM ? COK,2,In-flight meal not included,13029,18,5,19,30,4,25,535
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,11421,27,3,11,40,18,50,430
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7574,27,3,4,45,19,15,870
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? JDH ? BOM ? COK,2,No info,11596,9,5,12,55,19,15,1820
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? AMD ? BOM ? COK,2,No info,15129,24,5,23,5,19,0,1195
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,13555,18,3,14,5,5,5,900
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,5780,12,4,18,55,21,50,175
7796.348643006263,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,9397,12,5,20,20,9,5,765
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,17024,6,3,18,15,4,25,610
5861.056790555317,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,5281,27,6,7,0,12,55,355
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,10348,18,5,7,5,22,30,925
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,12677,6,3,17,20,9,25,965
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,15147,3,3,15,25,1,35,610
7796.348643006263,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,4668,12,6,7,0,9,40,160
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,15554,9,5,7,5,19,0,715
4338.284841075794,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3971,9,4,5,55,8,35,160
9611.210616438357,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,3100,3,5,15,0,16,25,85
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,9663,6,5,20,0,10,5,845
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,27430,1,3,23,0,19,15,1215
5674.413742690059,4789.892388451444,4789.892388451444,MAA ? CCU,0,No info,3540,12,5,5,15,7,40,145
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? BBI ? BOM ? BLR,2,No info,10676,21,5,12,0,11,10,1390
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,13044,12,6,14,5,8,15,1090
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14388,6,5,20,0,12,0,960
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3943,24,6,4,0,6,50,170
5674.413742690059,4789.892388451444,4789.892388451444,MAA ? CCU,0,No info,3597,3,6,14,45,17,5,140
9611.210616438357,8017.464269458353,11917.716738197425,BLR ? MAA ? DEL,1,No info,5932,21,3,11,50,19,50,480
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,15,6,11,30,4,25,1015
7796.348643006263,10539.43905664536,10539.43905664536,DEL ? COK,0,No info,6216,12,5,14,40,17,50,190
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4804,15,6,20,25,23,10,165
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14067,21,5,11,30,1,30,840
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? AMD ? BOM ? COK,2,No info,15129,18,5,19,10,19,0,1430
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? NAG ? BOM ? COK,2,No info,13376,6,6,6,45,4,25,1300
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? GOI ? BOM ? COK,2,No info,10441,27,6,22,0,19,15,1275
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,In-flight meal not included,4030,24,5,6,0,8,45,165
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,17024,3,3,8,0,18,50,650
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,13017,9,4,17,30,1,30,480
5861.056790555317,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,6686,6,6,23,30,7,45,495
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,5636,15,6,2,0,7,25,325
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,6442,9,6,7,35,16,10,515
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,9486,21,5,13,5,0,55,710
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,10844,21,5,20,0,23,35,1655
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? ATQ ? BOM ? COK,2,In-flight meal not included,15318,3,6,20,0,4,25,505
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,5117,3,4,12,30,9,25,1255
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BLR ? COK,1,No info,6147,24,6,15,10,20,0,290
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7005,9,6,12,50,21,0,490
4338.284841075794,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,3873,3,4,22,20,0,40,140
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BDQ ? BOM ? COK,2,In-flight meal not included,9270,21,3,18,25,18,50,1465
5861.056790555317,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3898,27,6,11,40,14,30,170
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14781,12,5,8,25,20,45,740
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,8586,24,5,20,0,8,15,735
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? JAI ? BOM ? BLR,2,No info,10697,9,5,8,20,7,55,1415
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? ATQ ? BOM ? COK,2,No info,14300,27,6,20,0,12,35,995
5674.413742690059,8017.464269458353,11917.716738197425,BLR ? DEL,0,No info,8855,3,3,18,55,21,45,170
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,10844,12,5,16,30,18,15,1545
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,17024,6,3,2,15,4,25,1570
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,In-flight meal not included,9314,1,5,9,35,14,25,1730
5674.413742690059,8017.464269458353,11917.716738197425,BLR ? DEL,0,No info,4777,24,3,0,40,3,25,165
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? BBI ? BLR,1,No info,7662,9,6,12,0,13,15,1515
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,6442,9,5,6,50,16,10,560
4338.284841075794,10539.43905664536,10539.43905664536,DEL ? PNQ ? COK,1,No info,5264,12,6,8,45,13,15,270
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,12898,27,5,13,0,4,25,925
9611.210616438357,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,6092,3,3,13,55,15,25,90
4338.284841075794,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3311,21,5,5,55,8,35,160
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,6540,27,3,19,15,4,25,550
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3419,27,5,1,30,4,15,165
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,5177,3,4,14,0,12,35,1355
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? COK,0,No info,8246,18,4,18,5,21,10,185
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,14676,9,6,9,35,21,5,690
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,13587,27,6,11,30,21,0,570
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,9663,6,5,21,10,9,20,730
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,13044,12,6,16,30,10,5,1055
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,5073,3,4,20,25,1,30,305
7796.348643006263,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,9345,21,5,17,0,18,50,1550
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,9663,6,5,14,5,10,5,1200
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14277,21,5,8,0,21,0,780
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,1,6,10,0,4,25,1105
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,5678,27,3,19,35,21,5,90
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,13727,15,5,16,0,1,30,570
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,9663,6,5,20,0,12,0,960
5674.413742690059,4789.892388451444,4789.892388451444,MAA ? CCU,0,No info,3858,12,5,14,45,17,5,140
4338.284841075794,10539.43905664536,10539.43905664536,DEL ? PNQ ? COK,1,No info,4812,24,6,8,45,13,15,270
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? LKO ? COK,1,No info,5775,27,6,21,50,3,35,345
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,In-flight meal not included,10539,6,6,9,35,9,45,1450
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4804,3,6,15,30,18,5,155
5590.260188088137,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3383,12,6,11,10,13,55,165
5674.413742690059,8017.464269458353,11917.716738197425,BLR ? HYD ? DEL,1,No info,8738,3,3,12,10,17,5,295
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? TRV ? COK,1,No info,7165,27,3,5,15,6,50,1535
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,6412,24,6,16,10,22,30,380
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,8016,27,6,18,55,22,0,185
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,In-flight meal not included,11087,12,3,20,35,15,15,1120
4338.284841075794,4789.892388451444,4789.892388451444,MAA ? CCU,0,No check-in baggage included,3543,27,6,9,45,12,0,135
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,12471,12,6,16,30,4,40,730
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,24,6,9,0,4,25,1165
9611.210616438357,8017.464269458353,11917.716738197425,BLR ? DEL,0,No info,4441,18,3,13,20,16,10,170
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,12537,27,3,7,5,15,30,505
5861.056790555317,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,10091,24,3,22,25,7,40,555
9611.210616438357,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,6961,3,6,21,5,23,55,170
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? COK,0,No info,5013,24,4,5,35,8,50,195
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? COK,0,No info,6934,18,5,5,10,8,0,170
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,10877,3,6,6,40,19,0,740
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,7229,18,4,15,15,18,10,175
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7048,27,3,16,0,1,35,575
7796.348643006263,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,4878,27,6,17,0,19,35,155
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,10844,21,5,14,5,23,35,570
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? AMD ? BOM ? COK,2,No info,15129,18,5,23,5,4,25,1760
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3943,12,5,0,30,3,25,175
4338.284841075794,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,5583,6,6,6,5,11,20,315
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,9646,6,6,7,5,16,10,545
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7677,3,6,8,30,19,15,645
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BLR ? COK,1,No info,6842,1,6,5,10,10,5,295
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,In-flight meal not included,4995,24,6,8,45,10,15,90
7796.348643006263,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,9555,9,6,7,10,18,50,700
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,4077,1,6,1,30,4,15,165
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,7229,12,5,15,15,18,10,175
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,12192,9,6,9,0,19,0,600
9611.210616438357,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,5911,12,4,10,0,12,45,165
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,8372,12,6,9,0,19,15,615
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,In-flight meal not included,4995,18,3,7,10,8,35,85
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14323,9,5,10,0,19,15,555
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? JAI ? BOM ? COK,2,No info,13014,9,6,5,30,4,25,1375
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? CCU ? BOM ? COK,2,No info,13591,6,6,14,25,19,15,1730
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? IDR ? BOM ? COK,2,No info,18799,3,3,5,25,18,50,2245
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3943,27,4,23,30,2,20,170
4338.284841075794,5059.708751793401,5059.708751793401,BOM ? HYD,0,No check-in baggage included,1965,21,5,5,45,7,15,90
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,In-flight meal not included,4995,27,5,10,20,11,50,90
